image_id,image_path,xmin,ymin,xmax,ymax,label,class_name,source,proposal_score,proposal_class,matched_iou
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,195.0,180.0,213.0,229.0,14,person,gt,1.0,gt,1.0
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,26.0,189.0,44.0,238.0,14,person,gt,1.0,gt,1.0
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,23.966,187.074,50.18,237.381,14,person,proposal,0.99191,person,0.654838
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,196.175,180.821,214.159,229.884,14,person,proposal,0.978886,person,0.84992
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,102.862,80.369,360.056,173.525,0,aeroplane,proposal,0.96966,aeroplane,0.835163
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,129.629,87.01,197.704,121.174,0,aeroplane,proposal,0.946944,aeroplane,0.869231
000032,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000032.jpg,103.716,79.786,375.274,177.231,0,aeroplane,proposal,0.168955,boat,0.926273
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,9.0,107.0,499.0,263.0,0,aeroplane,gt,1.0,gt,1.0
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,421.0,200.0,482.0,226.0,0,aeroplane,gt,1.0,gt,1.0
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,325.0,188.0,411.0,223.0,0,aeroplane,gt,1.0,gt,1.0
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,1.235,107.826,499.0,256.313,0,aeroplane,proposal,0.997068,aeroplane,0.935904
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,423.883,202.173,477.268,222.347,0,aeroplane,proposal,0.729504,aeroplane,0.679054
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,325.136,196.837,410.946,227.894,0,aeroplane,proposal,0.36513,aeroplane,0.65455
000033,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000033.jpg,382.373,202.286,479.838,225.172,0,aeroplane,proposal,0.245686,aeroplane,0.545171
000034,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000034.jpg,116.0,167.0,359.0,400.0,18,train,gt,1.0,gt,1.0
000034,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000034.jpg,141.0,153.0,333.0,229.0,18,train,gt,1.0,gt,1.0
000034,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000034.jpg,106.102,165.748,359.0,396.144,18,train,proposal,0.987183,train,0.940665
000034,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000034.jpg,142.906,158.028,309.943,233.401,18,train,proposal,0.886795,train,0.773457
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,1.0,96.0,191.0,361.0,14,person,gt,1.0,gt,1.0
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,218.0,98.0,465.0,318.0,14,person,gt,1.0,gt,1.0
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,468.0,195.0,499.0,317.0,14,person,gt,1.0,gt,1.0
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,3.0,304.0,499.0,374.0,10,diningtable,gt,1.0,gt,1.0
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,214.824,96.567,461.037,323.492,14,person,proposal,0.999188,person,0.94227
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,3.923,97.272,190.254,347.812,14,person,proposal,0.998827,person,0.92718
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,20.502,303.67,488.225,373.922,10,diningtable,proposal,0.987828,diningtable,0.922766
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,472.613,190.509,499.0,310.503,14,person,proposal,0.755075,person,0.785522
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,232.354,125.246,494.875,344.002,14,person,proposal,0.19152,chair,0.670058
000035,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000035.jpg,451.113,183.424,499.0,332.65,14,person,proposal,0.156135,person,0.535143
000036,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000036.jpg,27.0,79.0,319.0,344.0,11,dog,gt,1.0,gt,1.0
000036,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000036.jpg,18.109,82.154,313.259,341.86,11,dog,proposal,0.998483,dog,0.932917
000042,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000042.jpg,263.0,32.0,499.0,295.0,18,train,gt,1.0,gt,1.0
000042,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000042.jpg,1.0,36.0,235.0,299.0,18,train,gt,1.0,gt,1.0
000042,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000042.jpg,0.0,37.043,231.722,303.482,18,train,proposal,0.989495,train,0.961754
000042,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000042.jpg,272.105,34.919,498.7,299.825,18,train,proposal,0.988229,train,0.92919
000044,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000044.jpg,1.0,1.0,370.0,330.0,8,chair,gt,1.0,gt,1.0
000044,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000044.jpg,99.0,101.0,312.0,213.0,7,cat,gt,1.0,gt,1.0
000044,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000044.jpg,98.367,105.619,315.374,212.255,7,cat,proposal,0.98992,cat,0.935358
000044,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000044.jpg,0.0,4.243,381.145,332.0,8,chair,proposal,0.716173,chair,0.950227
000044,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000044.jpg,0.0,1.498,408.022,319.541,8,chair,proposal,0.172718,sofa,0.877037
000044,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000044.jpg,100.04,105.234,313.451,216.442,7,cat,proposal,0.153625,dog,0.923029
000047,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000047.jpg,15.0,1.0,459.0,312.0,6,car,gt,1.0,gt,1.0
000047,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000047.jpg,439.0,170.0,487.0,230.0,8,chair,gt,1.0,gt,1.0
000047,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000047.jpg,36.111,20.788,447.648,314.601,6,car,proposal,0.974601,car,0.861235
000047,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000047.jpg,433.536,168.767,489.333,232.533,8,chair,proposal,0.923146,chair,0.809448
000047,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000047.jpg,425.975,179.288,491.142,232.771,8,chair,proposal,0.503008,bicycle,0.619207
000048,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000048.jpg,58.0,107.0,291.0,465.0,2,bird,gt,1.0,gt,1.0
000048,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000048.jpg,2.0,1.0,302.0,499.0,14,person,gt,1.0,gt,1.0
000048,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000048.jpg,61.117,129.044,290.374,461.254,2,bird,proposal,0.953029,bird,0.913057
000048,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000048.jpg,1.78,2.616,289.736,463.21,14,person,proposal,0.910021,person,0.884702
000061,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000061.jpg,274.0,11.0,437.0,279.0,3,boat,gt,1.0,gt,1.0
000061,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000061.jpg,184.0,214.0,281.0,252.0,3,boat,gt,1.0,gt,1.0
000061,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000061.jpg,269.029,6.078,447.049,276.74,3,boat,proposal,0.969065,boat,0.89216
000061,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000061.jpg,180.199,218.19,279.501,253.523,3,boat,proposal,0.772603,boat,0.814204
000061,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000061.jpg,267.148,5.863,457.456,283.485,3,boat,proposal,0.051673,pottedplant,0.826821
000064,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000064.jpg,1.0,23.0,451.0,499.0,2,bird,gt,1.0,gt,1.0
000064,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000064.jpg,3.316,21.685,452.463,499.0,2,bird,proposal,0.956256,bird,0.988917
000064,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000064.jpg,2.894,12.575,468.411,499.0,2,bird,proposal,0.247756,cat,0.938276
000064,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000064.jpg,6.41,22.517,454.579,499.0,2,bird,proposal,0.052398,dog,0.979201
000066,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000066.jpg,209.0,187.0,228.0,230.0,14,person,gt,1.0,gt,1.0
000066,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000066.jpg,242.0,182.0,274.0,259.0,14,person,gt,1.0,gt,1.0
000066,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000066.jpg,269.0,188.0,295.0,259.0,14,person,gt,1.0,gt,1.0
000066,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000066.jpg,272.62,185.999,295.978,259.763,14,person,proposal,0.998143,person,0.802523
000066,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000066.jpg,245.631,183.667,272.829,258.602,14,person,proposal,0.992837,person,0.827133
000066,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000066.jpg,209.349,187.841,228.969,231.316,14,person,proposal,0.982862,person,0.889854
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,121.0,143.0,374.0,460.0,15,pottedplant,gt,1.0,gt,1.0
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,2.0,154.0,64.0,459.0,15,pottedplant,gt,1.0,gt,1.0
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,270.0,155.0,374.0,331.0,3,boat,gt,1.0,gt,1.0
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,22.0,143.0,146.0,499.0,14,person,gt,1.0,gt,1.0
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,20.112,144.18,150.696,499.0,14,person,proposal,0.998125,person,0.946602
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,114.993,159.036,374.0,457.728,15,pottedplant,proposal,0.954194,pottedplant,0.918491
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,276.0,169.93,374.0,393.698,3,boat,proposal,0.847906,pottedplant,0.642573
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,1.808,219.896,50.127,467.41,15,pottedplant,proposal,0.835767,pottedplant,0.594316
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,287.671,207.042,374.0,315.047,3,boat,proposal,0.336679,pottedplant,0.507384
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,3.56,152.6,80.069,486.533,15,pottedplant,proposal,0.2629,pottedplant,0.708338
000073,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000073.jpg,4.057,210.31,81.702,497.922,15,pottedplant,proposal,0.189702,chair,0.566071
000077,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000077.jpg,240.0,1.0,499.0,332.0,7,cat,gt,1.0,gt,1.0
000077,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000077.jpg,2.0,1.0,306.0,332.0,7,cat,gt,1.0,gt,1.0
000077,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000077.jpg,238.016,0.0,499.0,332.0,7,cat,proposal,0.984712,cat,0.987749
000077,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000077.jpg,0.735,0.0,347.817,327.652,7,cat,proposal,0.961329,cat,0.860894
000077,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000077.jpg,5.551,3.606,324.663,332.0,7,cat,proposal,0.285509,dog,0.924264
000078,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000078.jpg,15.0,75.0,475.0,412.0,11,dog,gt,1.0,gt,1.0
000078,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000078.jpg,94.0,41.0,437.0,238.0,11,dog,gt,1.0,gt,1.0
000078,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000078.jpg,16.153,74.527,472.364,400.403,11,dog,proposal,0.987195,dog,0.956304
000078,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000078.jpg,87.893,45.003,460.527,282.786,11,dog,proposal,0.927357,dog,0.735705
000078,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000078.jpg,107.48,89.214,336.209,237.536,11,dog,proposal,0.7013,dog,0.502074
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,109.0,33.0,447.0,309.0,6,car,gt,1.0,gt,1.0
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,380.0,2.0,435.0,135.0,14,person,gt,1.0,gt,1.0
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,138.0,14.0,193.0,115.0,14,person,gt,1.0,gt,1.0
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,1.0,20.0,75.0,204.0,14,person,gt,1.0,gt,1.0
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,60.0,48.0,114.0,156.0,14,person,gt,1.0,gt,1.0
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,32.0,51.0,83.0,162.0,14,person,gt,1.0,gt,1.0
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,104.28,38.432,429.196,314.872,6,car,proposal,0.996778,car,0.898019
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,0.212,14.23,81.227,234.641,14,person,proposal,0.993327,person,0.762516
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,383.467,5.276,432.141,131.282,14,person,proposal,0.991127,person,0.838434
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,57.641,48.772,102.465,151.145,14,person,proposal,0.984328,person,0.715777
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,133.438,16.074,192.908,115.065,14,person,proposal,0.984118,person,0.903782
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,15.399,37.312,83.654,170.317,14,person,proposal,0.689658,person,0.623579
000083,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000083.jpg,38.137,46.611,77.688,159.141,14,person,proposal,0.490073,person,0.733063
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,20.0,7.0,183.0,355.0,14,person,gt,1.0,gt,1.0
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,98.0,215.0,429.0,373.0,14,person,gt,1.0,gt,1.0
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,332.0,140.0,455.0,366.0,14,person,gt,1.0,gt,1.0
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,22.0,51.0,317.0,291.0,8,chair,gt,1.0,gt,1.0
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,11.903,6.247,179.39,339.901,14,person,proposal,0.995308,person,0.891096
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,312.052,132.461,459.643,362.382,14,person,proposal,0.993159,person,0.795618
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,106.299,214.465,441.137,373.0,14,person,proposal,0.993158,person,0.937365
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,23.881,32.667,303.068,301.936,8,chair,proposal,0.555996,chair,0.848466
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,8.548,33.159,294.461,306.589,8,chair,proposal,0.191434,sofa,0.782312
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,66.704,65.535,316.028,336.508,8,chair,proposal,0.139919,person,0.684314
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,47.513,48.564,183.171,315.484,14,person,proposal,0.091645,chair,0.637036
000089,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000089.jpg,96.264,50.01,315.472,226.326,8,chair,proposal,0.070845,chair,0.54118
000091,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000091.jpg,125.0,241.0,195.0,284.0,6,car,gt,1.0,gt,1.0
000091,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000091.jpg,81.0,248.0,105.0,268.0,6,car,gt,1.0,gt,1.0
000091,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000091.jpg,91.0,250.0,126.0,274.0,6,car,gt,1.0,gt,1.0
000091,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000091.jpg,128.986,242.097,192.538,283.747,6,car,proposal,0.995416,car,0.879386
000091,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000091.jpg,92.869,250.019,124.646,271.123,6,car,proposal,0.96407,car,0.798318
000091,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000091.jpg,76.981,249.155,100.616,269.674,6,car,proposal,0.809257,car,0.620957
000104,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000104.jpg,403.0,110.0,499.0,265.0,19,tvmonitor,gt,1.0,gt,1.0
000104,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000104.jpg,291.0,75.0,442.0,332.0,14,person,gt,1.0,gt,1.0
000104,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000104.jpg,2.0,7.0,283.0,332.0,14,person,gt,1.0,gt,1.0
000104,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000104.jpg,1.823,8.289,289.76,332.0,14,person,proposal,0.998062,person,0.97214
000104,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000104.jpg,286.976,73.391,440.472,330.936,14,person,proposal,0.99514,person,0.950805
000104,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000104.jpg,409.959,108.142,499.0,260.885,19,tvmonitor,proposal,0.989813,tvmonitor,0.893667
000112,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000112.jpg,70.0,174.0,277.0,328.0,11,dog,gt,1.0,gt,1.0
000112,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000112.jpg,287.0,162.0,316.0,198.0,8,chair,gt,1.0,gt,1.0
000112,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000112.jpg,73.335,171.415,277.382,331.855,11,dog,proposal,0.995762,dog,0.943264
000112,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000112.jpg,286.336,162.344,316.644,197.215,8,chair,proposal,0.894166,chair,0.928088
000122,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000122.jpg,36.0,20.0,430.0,474.0,7,cat,gt,1.0,gt,1.0
000122,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000122.jpg,11.629,7.961,431.409,478.329,7,cat,proposal,0.989621,cat,0.905926
000122,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000122.jpg,0.0,0.001,437.784,479.0,7,cat,proposal,0.062726,dog,0.85124
000129,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000129.jpg,70.0,202.0,255.0,499.0,1,bicycle,gt,1.0,gt,1.0
000129,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000129.jpg,251.0,242.0,333.0,499.0,1,bicycle,gt,1.0,gt,1.0
000129,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000129.jpg,1.0,144.0,67.0,436.0,1,bicycle,gt,1.0,gt,1.0
